id,name,email,city,total_spent
1475,Emre Erdoğan,customer01475@example.com,Şırnak,0
1476,Ahmet Yıldız,customer01476@example.com,Erzurum,0
1477,Melis Aydın,customer01477@example.com,Artvin,0
1478,Can Kaya,customer01478@example.com,Tekirdağ,0
1479,Mehmet Aslan,customer01479@example.com,Eskişehir,0
1480,Eren Aslan,customer01480@example.com,Tokat,0
1481,Serkan Koç,customer01481@example.com,Bursa,0
1482,Zeynep Yılmaz,customer01482@example.com,Hatay,0
1483,Kerem Polat,customer01483@example.com,Yalova,0
1484,Kaan Yıldız,customer01484@example.com,Trabzon,0
1485,Hakan Aksoy,customer01485@example.com,Manisa,0
1486,Kerem Yıldız,customer01486@example.com,İstanbul,0
1487,Fatma Demir,customer01487@example.com,Kastamonu,0
1488,Ahmet Koç,customer01488@example.com,Antalya,0
1489,Yusuf Güneş,customer01489@example.com,Giresun,0
1490,Buse Öztürk,customer01490@example.com,Gümüşhane,0
1491,Zeynep Aydın,customer01491@example.com,İzmir,0
1492,Elif Kurt,customer01492@example.com,Yozgat,0
1493,Ahmet Yılmaz,customer01493@example.com,Trabzon,0
1494,Derya Çelik,customer01494@example.com,Elazığ,0
1495,Barış Yılmaz,customer01495@example.com,Gümüşhane,0
1496,Eren Tekin,customer01496@example.com,Kırşehir,0
1497,Ayşe Arslan,customer01497@example.com,Samsun,0
1498,Melis Koç,customer01498@example.com,Manisa,0
1499,Kaan Arslan,customer01499@example.com,Giresun,0
1500,Kaan Doğan,customer01500@example.com,Zonguldak,0
1501,Ceren Tekin,customer01501@example.com,Niğde,0
1502,Hakan Şahin,customer01502@example.com,Adana,0
1503,Serkan Aslan,customer01503@example.com,Batman,0
1504,Elif Tekin,customer01504@example.com,Karabük,0
1505,Mert Doğan,customer01505@example.com,Bolu,0
1506,Arda Demir,customer01506@example.com,Malatya,0
1507,Eren Kılıç,customer01507@example.com,Kars,0
1508,Eren Doğan,customer01508@example.com,Erzurum,0
1509,Emre Erdoğan,customer01509@example.com,Hatay,0
1510,Melis Kaya,customer01510@example.com,Yalova,0
1511,Berk Kılıç,customer01511@example.com,Çankırı,0
1512,Fatma Yılmaz,customer01512@example.com,Uşak,0
1513,Mert Arslan,customer01513@example.com,Sakarya,0
1514,Berk Koç,customer01514@example.com,Amasya,0
1515,Hakan Güneş,customer01515@example.com,Erzurum,0
1516,Ömer Öztürk,customer01516@example.com,Bayburt,0
1517,Elif Polat,customer01517@example.com,Kahramanmaraş,0
1518,Serkan Doğan,customer01518@example.com,Edirne,0
1519,Ceren Aksoy,customer01519@example.com,Erzincan,0
1520,Mert Şahin,customer01520@example.com,Trabzon,0
1521,Emre Arslan,customer01521@example.com,Batman,0
1522,Seda Yıldız,customer01522@example.com,Kütahya,0
1523,Elif Demir,customer01523@example.com,Gümüşhane,0
1524,Kerem Öztürk,customer01524@example.com,Kırşehir,0
1525,Furkan Kılıç,customer01525@example.com,Muğla,0
1526,Eren Güneş,customer01526@example.com,Kayseri,0
1527,Kaan Şahin,customer01527@example.com,Trabzon,0
1528,Mehmet Güneş,customer01528@example.com,Ardahan,0
1529,Barış Demir,customer01529@example.com,Trabzon,0
1530,Melis Aydın,customer01530@example.com,Van,0
1531,Ali Koç,customer01531@example.com,Aksaray,0
1532,Mert Kurt,customer01532@example.com,Antalya,0
1533,Buse Çelik,customer01533@example.com,Çankırı,0
1534,Burak Kılıç,customer01534@example.com,Rize,0
1535,Hakan Özdemir,customer01535@example.com,Çorum,0
1536,Ömer Yıldız,customer01536@example.com,Bilecik,0
1537,Arda Kılıç,customer01537@example.com,Düzce,0
1538,Yusuf Kılıç,customer01538@example.com,Artvin,0
1539,Ahmet Özdemir,customer01539@example.com,Kars,0
1540,Burak Yıldız,customer01540@example.com,Bartın,0
1541,Seda Yıldız,customer01541@example.com,Şanlıurfa,0
1542,Ece Demir,customer01542@example.com,Çanakkale,0
1543,Barış Kurt,customer01543@example.com,Samsun,0
1544,Berk Kurt,customer01544@example.com,Tunceli,0
1545,Berk Yılmaz,customer01545@example.com,Amasya,0
1546,Onur Aydın,customer01546@example.com,Muğla,0
1547,Ahmet Kılıç,customer01547@example.com,Aksaray,0
1548,Burak Yılmaz,customer01548@example.com,Adana,0
1549,Elif Öztürk,customer01549@example.com,Gümüşhane,0
1550,Ayşe Aslan,customer01550@example.com,Kırşehir,0
1551,Emre Şahin,customer01551@example.com,Nevşehir,0
1552,Serkan Güneş,customer01552@example.com,Kırşehir,0
1553,Yusuf Demir,customer01553@example.com,Ankara,0
1554,Mert Doğan,customer01554@example.com,Tekirdağ,0
1555,Fatma Erdoğan,customer01555@example.com,Yalova,0
1556,Serkan Kılıç,customer01556@example.com,Siirt,0
1557,Melis Çelik,customer01557@example.com,Malatya,0
1558,Melis Polat,customer01558@example.com,Kahramanmaraş,0
1559,Seda Aydın,customer01559@example.com,Edirne,0
1560,Derya Koç,customer01560@example.com,Afyonkarahisar,0
1561,Can Öztürk,customer01561@example.com,Çanakkale,0
1562,Burak Yılmaz,customer01562@example.com,Iğdır,0
1563,Serkan Yıldız,customer01563@example.com,Bursa,0
1564,Kerem Kaya,customer01564@example.com,Muş,0
1565,Melis Arslan,customer01565@example.com,Bayburt,0
1566,Barış Kaya,customer01566@example.com,Yalova,0
1567,Mehmet Şahin,customer01567@example.com,Afyonkarahisar,0
1568,Mehmet Şahin,customer01568@example.com,Sakarya,0
1569,Kaan Koç,customer01569@example.com,Bursa,0
1570,Onur Arslan,customer01570@example.com,Trabzon,0
1571,Ayşe Çelik,customer01571@example.com,Gaziantep,0
1572,Ayşe Yılmaz,customer01572@example.com,Kırklareli,0
1573,Furkan Şahin,customer01573@example.com,Zonguldak,0
1574,Eren Tekin,customer01574@example.com,Karabük,0
1575,Ayşe Çelik,customer01575@example.com,Sakarya,0
1576,Ceren Şahin,customer01576@example.com,Yozgat,0
1577,Fatma Tekin,customer01577@example.com,Bursa,0
1578,Mert Şahin,customer01578@example.com,Bolu,0
1579,Arda Aydın,customer01579@example.com,Karabük,0
1580,Burak Arslan,customer01580@example.com,Zonguldak,0
1581,Burak Aslan,customer01581@example.com,Rize,0
1582,Mert Yıldız,customer01582@example.com,Ankara,0
1583,Onur Polat,customer01583@example.com,Gaziantep,0
1584,Ayşe Polat,customer01584@example.com,Kütahya,0
1585,Can Yılmaz,customer01585@example.com,Adıyaman,0
1586,Zeynep Demir,customer01586@example.com,Burdur,0
1587,Ceren Güneş,customer01587@example.com,Uşak,0
1588,Emre Demir,customer01588@example.com,Yozgat,0
1589,Mustafa Şahin,customer01589@example.com,Mersin,0
1590,Elif Öztürk,customer01590@example.com,Tekirdağ,0
1591,Mert Arslan,customer01591@example.com,Tokat,0
1592,Mehmet Şahin,customer01592@example.com,Elazığ,0
1593,Buse Kaya,customer01593@example.com,Kayseri,0
1594,Kerem Kılıç,customer01594@example.com,Samsun,0
1595,Fatma Şahin,customer01595@example.com,Bitlis,0
1596,Buse Kaya,customer01596@example.com,Adıyaman,0
1597,Buse Çelik,customer01597@example.com,Edirne,0
1598,Ömer Aslan,customer01598@example.com,Sinop,0
1599,Barış Arslan,customer01599@example.com,Bingöl,0
1600,Kerem Kılıç,customer01600@example.com,Erzincan,0
1601,Ali Koç,customer01601@example.com,Ordu,0
1602,Kaan Arslan,customer01602@example.com,Nevşehir,0
1603,Ayşe Polat,customer01603@example.com,Sakarya,0
1604,Elif Yıldız,customer01604@example.com,Burdur,0
1605,Emre Kaya,customer01605@example.com,Diyarbakır,0
1606,Ali Kurt,customer01606@example.com,Iğdır,0
1607,Arda Güneş,customer01607@example.com,Sinop,0
1608,Yusuf Tekin,customer01608@example.com,Muş,0
1609,Seda Aslan,customer01609@example.com,Kilis,0
1610,Ahmet Çelik,customer01610@example.com,Tunceli,0
1611,Derya Polat,customer01611@example.com,Burdur,0
1612,Melis Kurt,customer01612@example.com,Sinop,0
1613,Mehmet Demir,customer01613@example.com,İstanbul,0
1614,Elif Kılıç,customer01614@example.com,Adıyaman,0
1615,Ayşe Erdoğan,customer01615@example.com,Bartın,0
1616,Fatma Güneş,customer01616@example.com,Gümüşhane,0
1617,Zeynep Kılıç,customer01617@example.com,Zonguldak,0
1618,Serkan Tekin,customer01618@example.com,Bitlis,0
1619,Furkan Öztürk,customer01619@example.com,Tunceli,0
1620,Kerem Koç,customer01620@example.com,Denizli,0
1621,Ceren Aksoy,customer01621@example.com,Kilis,0
1622,Mehmet Yılmaz,customer01622@example.com,Diyarbakır,0
1623,Serkan Polat,customer01623@example.com,Uşak,0
1624,Buse Yıldız,customer01624@example.com,Balıkesir,0
1625,Seda Polat,customer01625@example.com,Konya,0
1626,Can Kılıç,customer01626@example.com,Kars,0
1627,Mehmet Erdoğan,customer01627@example.com,Gümüşhane,0
1628,Onur Koç,customer01628@example.com,Ordu,0
1629,Ceren Öztürk,customer01629@example.com,Bilecik,0
1630,Kaan Özdemir,customer01630@example.com,Bartın,0
1631,Kaan Demir,customer01631@example.com,Uşak,0
1632,Kaan Kılıç,customer01632@example.com,Bursa,0
1633,Arda Yılmaz,customer01633@example.com,Bolu,0
1634,Berk Kurt,customer01634@example.com,Amasya,0
1635,Onur Aksoy,customer01635@example.com,Adana,0
1636,Ceren Demir,customer01636@example.com,Karabük,0
1637,Barış Doğan,customer01637@example.com,Yozgat,0
1638,Onur Aydın,customer01638@example.com,Tekirdağ,0
1639,Ömer Aslan,customer01639@example.com,Antalya,0
1640,Ceren Öztürk,customer01640@example.com,Tekirdağ,0
1641,Ömer Aksoy,customer01641@example.com,Osmaniye,0
1642,Barış Polat,customer01642@example.com,Mardin,0
1643,Ayşe Özdemir,customer01643@example.com,Burdur,0
1644,Ali Öztürk,customer01644@example.com,Adana,0
1645,Ömer Aslan,customer01645@example.com,Kayseri,0
1646,Onur Erdoğan,customer01646@example.com,Muğla,0
1647,Ayşe Şahin,customer01647@example.com,Ankara,0
1648,Melis Yıldız,customer01648@example.com,Uşak,0
1649,Emre Kurt,customer01649@example.com,Bolu,0
1650,Eren Tekin,customer01650@example.com,Eskişehir,0
1651,Burak Şahin,customer01651@example.com,Niğde,0
1652,Burak Özdemir,customer01652@example.com,Erzurum,0
1653,Ayşe Kılıç,customer01653@example.com,Bolu,0
1654,Seda Kurt,customer01654@example.com,Ankara,0
1655,Derya Güneş,customer01655@example.com,Bursa,0
1656,Seda Özdemir,customer01656@example.com,Tekirdağ,0
1657,Zeynep Güneş,customer01657@example.com,Van,0
1658,Emre Polat,customer01658@example.com,Adana,0
1659,Serkan Kaya,customer01659@example.com,Kırıkkale,0
1660,Derya Kurt,customer01660@example.com,Ardahan,0
1661,Arda Erdoğan,customer01661@example.com,Elazığ,0
1662,Ayşe Güneş,customer01662@example.com,Elazığ,0
1663,Fatma Çelik,customer01663@example.com,Bolu,0
1664,Berk Tekin,customer01664@example.com,Karabük,0
1665,Melis Kılıç,customer01665@example.com,Van,0
1666,Melis Koç,customer01666@example.com,Sakarya,0
1667,Barış Öztürk,customer01667@example.com,Kars,0
1668,Berk Kılıç,customer01668@example.com,Kayseri,0
1669,Kaan Çelik,customer01669@example.com,Çankırı,0
1670,Furkan Tekin,customer01670@example.com,Yozgat,0
1671,Mert Aksoy,customer01671@example.com,Kocaeli,0
1672,Ayşe Aksoy,customer01672@example.com,Düzce,0
1673,Burak Aydın,customer01673@example.com,Gaziantep,0
1674,Barış Doğan,customer01674@example.com,Manisa,0
1675,Derya Çelik,customer01675@example.com,Elazığ,0
1676,Serkan Aksoy,customer01676@example.com,Konya,0
1677,Ayşe Şahin,customer01677@example.com,Kahramanmaraş,0
1678,Onur Polat,customer01678@example.com,Ardahan,0
1679,Hakan Kurt,customer01679@example.com,Bayburt,0
1680,Mert Kurt,customer01680@example.com,Adıyaman,0
1681,Serkan Şahin,customer01681@example.com,Ağrı,0
1682,Berk Çelik,customer01682@example.com,Antalya,0
1683,Zeynep Kaya,customer01683@example.com,Eskişehir,0
1684,Eren Yıldız,customer01684@example.com,Kastamonu,0
1685,Zeynep Arslan,customer01685@example.com,Çorum,0
1686,Ceren Kaya,customer01686@example.com,Kayseri,0
1687,Burak Aksoy,customer01687@example.com,Amasya,0
1688,Kerem Özdemir,customer01688@example.com,Bolu,0
1689,Barış Aksoy,customer01689@example.com,Gümüşhane,0
1690,Fatma Aksoy,customer01690@example.com,Nevşehir,0
1691,Can Erdoğan,customer01691@example.com,Kastamonu,0
1692,Ayşe Kaya,customer01692@example.com,Muş,0
1693,Berk Kurt,customer01693@example.com,Kocaeli,0
1694,Onur Kaya,customer01694@example.com,Adıyaman,0
1695,Fatma Arslan,customer01695@example.com,Eskişehir,0
1696,Barış Özdemir,customer01696@example.com,Gümüşhane,0
1697,Derya Aslan,customer01697@example.com,Iğdır,0
1698,Onur Tekin,customer01698@example.com,Eskişehir,0
1699,Seda Aydın,customer01699@example.com,Kayseri,0
1700,Kaan Yıldız,customer01700@example.com,Balıkesir,0
1701,Yusuf Yıldız,customer01701@example.com,Yozgat,0
1702,Ali Koç,customer01702@example.com,Ankara,0
1703,Furkan Arslan,customer01703@example.com,Batman,0
1704,Eren Çelik,customer01704@example.com,Diyarbakır,0
1705,Hakan Arslan,customer01705@example.com,Adana,0
1706,Ömer Özdemir,customer01706@example.com,Denizli,0
1707,Mehmet Çelik,customer01707@example.com,Konya,0
1708,Barış Kaya,customer01708@example.com,Düzce,0
1709,Barış Doğan,customer01709@example.com,Şanlıurfa,0
1710,Ece Güneş,customer01710@example.com,Kırıkkale,0
1711,Kerem Demir,customer01711@example.com,Kocaeli,0
1712,Serkan Öztürk,customer01712@example.com,Erzincan,0
1713,Serkan Demir,customer01713@example.com,Van,0
1714,Yusuf Kurt,customer01714@example.com,Karaman,0
1715,Onur Koç,customer01715@example.com,Bingöl,0
1716,Kerem Öztürk,customer01716@example.com,Giresun,0
1717,Zeynep Kılıç,customer01717@example.com,Kütahya,0
1718,Kerem Doğan,customer01718@example.com,Giresun,0
1719,Seda Tekin,customer01719@example.com,Aksaray,0
1720,Arda Aksoy,customer01720@example.com,Adıyaman,0
1721,Ali Aslan,customer01721@example.com,Sivas,0
1722,Can Tekin,customer01722@example.com,Osmaniye,0
1723,Can Kaya,customer01723@example.com,Konya,0
1724,Berk Şahin,customer01724@example.com,Nevşehir,0
1725,Eren Aksoy,customer01725@example.com,Kastamonu,0
1726,Ahmet Erdoğan,customer01726@example.com,Muğla,0
1727,Serkan Erdoğan,customer01727@example.com,Sivas,0
1728,Arda Kaya,customer01728@example.com,Kayseri,0
1729,Melis Aydın,customer01729@example.com,Konya,0
1730,Serkan Demir,customer01730@example.com,Bitlis,0
1731,Yusuf Aksoy,customer01731@example.com,Bayburt,0
1732,Ahmet Demir,customer01732@example.com,Gaziantep,0
1733,Zeynep Aydın,customer01733@example.com,Samsun,0
1734,Ceren Şahin,customer01734@example.com,Gaziantep,0
1735,Onur Kurt,customer01735@example.com,Balıkesir,0
1736,Fatma Çelik,customer01736@example.com,Ağrı,0
1737,Kaan Kılıç,customer01737@example.com,Amasya,0
1738,Mustafa Demir,customer01738@example.com,Antalya,0
1739,Yusuf Arslan,customer01739@example.com,Batman,0
1740,Mustafa Güneş,customer01740@example.com,Hakkari,0
1741,Derya Arslan,customer01741@example.com,Rize,0
1742,Berk Özdemir,customer01742@example.com,Düzce,0
1743,Berk Kurt,customer01743@example.com,Kocaeli,0
1744,Ahmet Koç,customer01744@example.com,Bursa,0
1745,Onur Yılmaz,customer01745@example.com,Osmaniye,0
1746,Mustafa Güneş,customer01746@example.com,Ankara,0
1747,Ayşe Demir,customer01747@example.com,Kahramanmaraş,0
1748,Derya Erdoğan,customer01748@example.com,Bolu,0
1749,Mert Doğan,customer01749@example.com,Karabük,0
1750,Mustafa Doğan,customer01750@example.com,Sinop,0
1751,Berk Koç,customer01751@example.com,Ağrı,0
1752,Arda Yıldız,customer01752@example.com,Bayburt,0
1753,Can Çelik,customer01753@example.com,Niğde,0
1754,Ece Aksoy,customer01754@example.com,Kayseri,0
1755,Elif Çelik,customer01755@example.com,Kırklareli,0
1756,Zeynep Aslan,customer01756@example.com,Adıyaman,0
1757,Onur Aksoy,customer01757@example.com,Çorum,0
1758,Ali Kaya,customer01758@example.com,Adana,0
1759,Hakan Tekin,customer01759@example.com,Niğde,0
1760,Onur Aksoy,customer01760@example.com,Bilecik,0
1761,Mert Aydın,customer01761@example.com,Manisa,0
1762,Burak Kurt,customer01762@example.com,Yozgat,0
1763,Emre Yıldız,customer01763@example.com,Erzincan,0
1764,Can Tekin,customer01764@example.com,Mersin,0
1765,Burak Şahin,customer01765@example.com,Erzincan,0
1766,Zeynep Güneş,customer01766@example.com,Antalya,0
1767,Buse Aksoy,customer01767@example.com,Tokat,0
1768,Elif Aksoy,customer01768@example.com,Balıkesir,0
1769,Mert Demir,customer01769@example.com,Mersin,0
1770,Ali Aydın,customer01770@example.com,Ardahan,0
1771,Arda Kılıç,customer01771@example.com,Kahramanmaraş,0
1772,Emre Öztürk,customer01772@example.com,Bitlis,0
1773,Mert Tekin,customer01773@example.com,Aydın,0
1774,Melis Aydın,customer01774@example.com,Kocaeli,0
1775,Arda Özdemir,customer01775@example.com,Kütahya,0
1776,Barış Doğan,customer01776@example.com,Ardahan,0
1777,Emre Güneş,customer01777@example.com,Şırnak,0
1778,Kerem Kılıç,customer01778@example.com,Samsun,0
1779,Yusuf Yılmaz,customer01779@example.com,Kocaeli,0
1780,Can Öztürk,customer01780@example.com,Siirt,0
1781,Eren Aslan,customer01781@example.com,Çankırı,0
1782,Zeynep Kılıç,customer01782@example.com,Tunceli,0
1783,Kaan Özdemir,customer01783@example.com,Kahramanmaraş,0
1784,Seda Doğan,customer01784@example.com,Şanlıurfa,0
1785,Onur Şahin,customer01785@example.com,Elazığ,0
1786,Elif Tekin,customer01786@example.com,Bilecik,0
1787,Ceren Arslan,customer01787@example.com,Çankırı,0
1788,Melis Aksoy,customer01788@example.com,Eskişehir,0
1789,Eren Demir,customer01789@example.com,Balıkesir,0
1790,Melis Yılmaz,customer01790@example.com,Van,0
1791,Elif Yılmaz,customer01791@example.com,Ardahan,0
1792,Hakan Koç,customer01792@example.com,Iğdır,0
1793,Burak Kaya,customer01793@example.com,Kırıkkale,0
1794,Eren Aksoy,customer01794@example.com,Karaman,0
1795,Arda Çelik,customer01795@example.com,Mardin,0
1796,Berk Öztürk,customer01796@example.com,Iğdır,0
1797,Fatma Doğan,customer01797@example.com,Çankırı,0
1798,Kaan Erdoğan,customer01798@example.com,Yozgat,0
1799,Mustafa Koç,customer01799@example.com,Mardin,0
1800,Serkan Yılmaz,customer01800@example.com,Hatay,0
1801,Buse Tekin,customer01801@example.com,Edirne,0
1802,Seda Erdoğan,customer01802@example.com,Çankırı,0
1803,Kaan Yıldız,customer01803@example.com,Elazığ,0
1804,Hakan Güneş,customer01804@example.com,Çorum,0
1805,Fatma Polat,customer01805@example.com,Kahramanmaraş,0
1806,Mehmet Öztürk,customer01806@example.com,Şanlıurfa,0
1807,Can Demir,customer01807@example.com,İstanbul,0
1808,Kerem Öztürk,customer01808@example.com,Ankara,0
1809,Zeynep Aydın,customer01809@example.com,Zonguldak,0
1810,Derya Aslan,customer01810@example.com,Nevşehir,0
1811,Arda Özdemir,customer01811@example.com,Ankara,0
1812,Mehmet Kılıç,customer01812@example.com,Bolu,0
1813,Ayşe Erdoğan,customer01813@example.com,Kars,0
1814,Ceren Arslan,customer01814@example.com,Ardahan,0
1815,Onur Güneş,customer01815@example.com,Elazığ,0
1816,Berk Koç,customer01816@example.com,Mardin,0
1817,Hakan Demir,customer01817@example.com,Zonguldak,0
1818,Eren Koç,customer01818@example.com,Gümüşhane,0
1819,Serkan Koç,customer01819@example.com,Kahramanmaraş,0
1820,Ceren Aslan,customer01820@example.com,Şanlıurfa,0
1821,Ece Polat,customer01821@example.com,Karabük,0
